artista,biografia
['Nolasco']," <a href=""https://www.last.fm/music/Nolasco"">Read more on Last.fm</a>"
['Elbicho'],"elbicho is a Spanish rock/flamenco band. Formed in the streets of Madrid, elbicho began to make a huge fanbase because of their creative way of fusing “flamenco bulerías and tanguillos with an array of diverse styles such as progressive rock, african rhythms and a touch of jazz.”

They met at the “Escuela Popular de Música” with Gullermo McGill, a renowned flamenco percussionist as its music workshop director. 

The band originated when Miguel Campello and Victor Iniesta (guitar) joined Carlos Tato (bass) <a href=""https://www.last.fm/music/elbicho"">Read more on Last.fm</a>"
['Marlon'],"There are four artists with this name:

1. Marlon (born August 24, 1977 in Cuba) is a Cuban singer, better known as the winner of the third season of Objetivo Fama, a Puerto Rican reality-show -singing talent contest broadcast by Univision Puerto Rico, and Telefutura network in the United States.

Marlon Fernández was born in La Lisa, Cuba in 1977 to José and Raquel Fernández. At the age of 14, he formed a five-piece band that would help him in his future career. <a href=""https://www.last.fm/music/Marlon"">Read more on Last.fm</a>"
['from'],"There are at least three artists named From:

1.  From was a very obscure jazz-fusion band from southern Germany, with a penchant for jamming, for long tracks and Miles Davis styled riffing.

2. From is an LA wonderpop band founded by singer/writer/producer Roni Brunn. The lineup features Paul Best on guitar, Nick Bond on keyboards, Rodrigo Nunes on drums, and Valerie Ngai on bass.

From debuted with The American EP in 2006. The 6 track release was received with critical praise <a href=""https://www.last.fm/music/From"">Read more on Last.fm</a>"
['Antonio Orozco'],"Antonio Orozco is a Spanish singer-songwriter from Barcelona, Spain.
He has won several prizes like the Premio Onda and sold lots of records, his first album sold more than 100,000 copies, whereas his second album titled Semilla del Silencio sold over 300,000 copies.
In 2005 he released a self titled album Antonio Orozco, which was a compilation of his best songs (twelve in total) that eventually propelled him into stardom outside Spain, mainly in Latin America and other parts of the world. <a href=""https://www.last.fm/music/Antonio+Orozco"">Read more on Last.fm</a>"
['Pitingo'],"Antonio Manuel Álvarez Vélez (Ayamonte, Huelva, 1981) conocido artísticamente como Pitingo es un cantaor de flamenco español y soul latino

Nieto de ‘La Pitinga’, hijo de un marinero pesquero, como su abuelo –luego dejó su padre el barco y se fue a la Guardia Civil- y de madre gitana. En ese mundo y en ese ambiente, decidió declinarse por el flamenco y el soul. En la actualidad, novio de María José Fonseca, una salmantina afincada en Valladolid. <a href=""https://www.last.fm/music/Pitingo"">Read more on Last.fm</a>"
['Pitovnis']," <a href=""https://www.last.fm/music/Pitovnis"">Read more on Last.fm</a>"
['Alexie Divello']," <a href=""https://www.last.fm/music/Alexie+Divello"">Read more on Last.fm</a>"
['Sinay']," <a href=""https://www.last.fm/music/Sinay"">Read more on Last.fm</a>"
['Barroso']," <a href=""https://www.last.fm/music/BARROSO"">Read more on Last.fm</a>"
['El Sueño de Morfeo'],"El Sueño de Morfeo is a folk/pop group from Spain. Their career began in 2004 with the release of the single Nunca Volverá. With another single, Ojos de Cielo, they cemented their place worlwide in the spanish music scene. Their first album, self-titled El Sueño de Morfeo, dropped in 2005 with 11 tracks. The lead vocalist, Raquel del Rosario Macias, shows evidence of a spanish-speaking Sheryl Crow or Sarah McLachlan. The guitarists, David Feito and Juan Luis Garrido, also provide a great rhythm for the pop/folk blend. 
 <a href=""https://www.last.fm/music/+noredirect/El+Sue%C3%B1o+de+Morfeo"">Read more on Last.fm</a>"
['Detergente Líquido']," <a href=""https://www.last.fm/music/Detergente+L%C3%ADquido"">Read more on Last.fm</a>"
['El Grajo']," <a href=""https://www.last.fm/music/El+Grajo"">Read more on Last.fm</a>"
['Feedbacks']," <a href=""https://www.last.fm/music/Feedbacks"">Read more on Last.fm</a>"
['The Reflectors'],"Indie-pop stories of a post-it life from Brooklyn, USA. 

Free spins, sketches and random musings at http://thereflectors.bandcamp.com <a href=""https://www.last.fm/music/The+Reflectors"">Read more on Last.fm</a>"
['Bravo Fisher!']," <a href=""https://www.last.fm/music/Bravo+Fisher%21"">Read more on Last.fm</a>"
['Ghost Town'],"There are several artists by the name 'Ghost Town', including: 
1) A British Garage Rock/Evil Surf/Lo-Fi Pop band from Bournemouth. 
2) An Australian five-piece hardcore/metal band from the Gold Coast. 
3) An American electronic rock band from Hollywood, CA. 
4) A New Zealand band based in Auckland. 

1.) A Garage Rock/Evil Surf/Lo-Fi Pop band from Bournemouth, UK, Britain (UK) on the label 'Party's Over'.

https://soundcloud.com/ghost-town

http://ghost-town.bandcamp.com/album/killer-waves-and-x-ray-eyes <a href=""https://www.last.fm/music/Ghost+Town"">Read more on Last.fm</a>"
['Merche'],"Mercedes Trujillo Callealta (born 14 June, 1974) is a pop artist from Cádiz, Spain. Merche got her first guitar at the age of six and became a music teacher after her graduation. At that time she also sang in an orchestra called Bahia Azul and also worked as direction assistant in Astilleros de Cádiz.
In 2001 Merche were in the Spanish pre-selection for Eurovision Song Contest with the song ""No Pidas Mas Amor"" under the name Luna. She finished in 6th place, but signed with Vale Music and start to record her first album Mi Sueño. <a href=""https://www.last.fm/music/Merche"">Read more on Last.fm</a>"
['Belako'],"Belako is from Mungia (Vizcaya, Spain) and was born in May 2011. It is made up of Josu Billelabeitia (guitar, voice), Lore Billelabeitia (bass, keyboards, voice), Cris Lizarraga (voice, keyboards), and Lander Zalakain (drums, voice). After several concerts and two demo tapes, the quartet won an important radio competition, which enabled them to play at high-level festivals such as Bilbao BBK Live. In March 2013 they launched their first long-playing record, Eurie, which they took on tour for over fifty concerts. <a href=""https://www.last.fm/music/Belako"">Read more on Last.fm</a>"
['Pastora Soler'],"Pilar Sánchez Luque (born September 27, 1978 in Coria del Río, Seville), better known by her stage name Pastora Soler, is a Spanish singer. She is also a songwriter and her compositions usually mix copla or flamenco with or pop or electronic music. Soler represented Spain in the Eurovision Song Contest 2012 in Baku, Azerbaijan with ""Quédate Conmigo (Stay With Me)"".

A precocious chanteuse, she started singing coplas and flamenco songs at several events when she was a child. <a href=""https://www.last.fm/music/Pastora+Soler"">Read more on Last.fm</a>"
['Parade'],"There are no fewer than eleven different artists with this name:

(1) A pop girlgroup from UK
(2) A pop band from Athens, GA
(3) Singer/songwriter Tobias Volker from Erfurt, Germany, 
(4) A Broadway musical
(5) A Japanese Band
(6) The project of a Spanish musician, Antonio Galvañ.
(7) A Band from Manchester, UK
(8) Experimental pop deconstructionists from Toronto, Canada
(9) The original name of the rock band from York, UK formed by Chris Johnson, now called Halo Blind <a href=""https://www.last.fm/music/Parade"">Read more on Last.fm</a>"
['Huecco'],"Ivahn was the singer of ""Sugarless"", a Spanish hard rock band. In 2005 he moved to L.A. to record his first maxi single as singer. ""Huecco"" is the name of his new band. It sounds like a mix of rumba, reagge, rock, spanish sounds, samba, punk, hiphop and ska, which is called Rumbaton. He mixed flamenco guitars with electric ones to make riffs.
KC Porter (Santana, Fabulosos Cadillacs, Ricky Martin, Boyz II Men, Bon Jovi) produced his album and Thom Russo(SOAD, Audioslave, Michael Jackson) mixed it. <a href=""https://www.last.fm/music/Huecco"">Read more on Last.fm</a>"
['Depedro'],"Depedro is the musical project of Spanish singer and guitar player Jairo Zavala, who is also front man and co-founder of rock band Vacazul. In its first album (also named Depedro, published in 2008) Depedro mixes latin music, border fusion, folk, african music, reggae and blues.

Depedro's official site is at http://www.myspace.com/myspacedepedro <a href=""https://www.last.fm/music/DePedro"">Read more on Last.fm</a>"
['José El Francés']," <a href=""https://www.last.fm/music/+noredirect/Jos%C3%A9+El+Franc%C3%A9s"">Read more on Last.fm</a>"
['La Barbería Del Sur']," <a href=""https://www.last.fm/music/+noredirect/La+Barber%C3%ADa+del+Sur"">Read more on Last.fm</a>"
['Nicky Romero'],"“The main aim is to up my game at every possible turn without compromise.” – Nicky Romero
“The word wunderkind was pretty much invented for the likes of 24-year-old producer Nicky Romero.” – DJMag 
Strike up a conversation about the current state of EDM and it won’t be long before Nicky Romero gets an emphatic mention. The breakthrough star with the bulletproof work ethic is credited as a driving force behind the fantastic health the scene currently enjoys. <a href=""https://www.last.fm/music/Nicky+Romero"">Read more on Last.fm</a>"
['Vinicio Capossela'],"Vinicio Capossela is an Italian singer-songwriter born in Hannover (Germany) on December 14, 1965. He grew up in Reggio Emilia, where he studied music at the Conservatorio.

He has published one book (Non si muore tutte le mattine) and seven records, the last one being Da solo, released Friday October 17th, 2008.

His musical style is heavily influenced by Tom Waits and Paolo Conte. <a href=""https://www.last.fm/music/Vinicio+Capossela"">Read more on Last.fm</a>"
['Atencion Tsunami']," <a href=""https://www.last.fm/music/atencion+tsunami"">Read more on Last.fm</a>"
['Manta Ray'],"A band from northern Spain (Gijón, Asturias). ""Post-pop"" or ""post-punk"" would have been easy labels to define Manta Ray's sound, or to compare them with bands like Sonic Youth, Tortoise or The Ex. But their sound was (and still is when they play) personal, challenging, experimental, accesible to the average indie-pop listener and necessary to understand pop today. <a href=""https://www.last.fm/music/Manta+Ray"">Read more on Last.fm</a>"
['Pastor Lopez Y Su Combo']," <a href=""https://www.last.fm/music/Pastor+Lopez+Y+Su+Combo"">Read more on Last.fm</a>"
['José Parra']," <a href=""https://www.last.fm/music/+noredirect/Jos%C3%A9+Parra"">Read more on Last.fm</a>"
['Los Flechazos']," <a href=""https://www.last.fm/music/Los+Flechazos"">Read more on Last.fm</a>"
['Cristóbal Jiménez']," <a href=""https://www.last.fm/music/Crist%C3%B3bal+Jim%C3%A9nez"">Read more on Last.fm</a>"
['Roberto Bueno']," <a href=""https://www.last.fm/music/Roberto+Bueno"">Read more on Last.fm</a>"
['W&W'],"Introduction: What started as a chance meeting at the 2007 Trance Energy has, in just under 3 years solidified into one of the freshest, most exciting electronic dance acts on the scene. With it has come a new multifarious trance sound that, globally, has begun to shatter underground clubs, arenas and festivals. Banding together under the name W&W has seen the collective careers of Wardt van der Harst & Willem Van Hanegem go into overdrive... As spinners <a href=""https://www.last.fm/music/W&W"">Read more on Last.fm</a>"
['Terrier'],"Give it time, dear. <a href=""https://www.last.fm/music/Terrier"">Read more on Last.fm</a>"
['Montse Cortés']," <a href=""https://www.last.fm/music/+noredirect/Montse+Cort%C3%A9s"">Read more on Last.fm</a>"
['Diana Navarro'],"Diana NAvarro, is simply the best Coplera, this is a southern style of sentimental music, that speaks of the heart the soul and the everyday life of Andalusian people . If one walks on the beaches of the southern  city of Malaga, you can count your self as very, very lucky if you share the beach with the beauty and talent of Diana Navarro <a href=""https://www.last.fm/music/Diana+Navarro"">Read more on Last.fm</a>"
['Javier Ojeda']," <a href=""https://www.last.fm/music/Javier+Ojeda"">Read more on Last.fm</a>"
